RID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
192.229.173.173-10.42.0.42-443-40988-6,Honda Amaze VX i-Vtech,Chennai,2014,48000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,4.75
10.42.0.42-42.236.125.112-48506-80-6,Audi A6 2.7 TDI,Pune,2011,112719,Diesel,Automatic,First,12.4 kmpl,2698 CC,179.5 bhp,5,11.5
172.217.6.238-10.42.0.211-443-47063-6,Hyundai i20 1.2 Spotz,Chennai,2017,5000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,6.95
10.42.0.151-10.42.0.1-48201-53-17,Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,16000,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,5.4
10.42.0.151-123.125.115.164-34598-443-6,Renault Fluence 2.0,Jaipur,2011,63000,Petrol,Automatic,First,13.4 kmpl,1997 CC,135.1 bhp,5,4.75
10.42.0.211-54.192.38.18-39975-443-6,Maruti Alto K10 VXI,Chennai,2011,28300,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,2.15
10.42.0.211-77.234.44.42-52988-80-6,Maruti Alto Std,Jaipur,2005,49000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,0.9
10.42.0.1-10.42.0.42-53-34916-17,Maruti Wagon R VXI BS IV,Kolkata,2016,12501,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,3.5
216.58.217.99-10.42.0.211-80-53948-6,Fiat Linea 1.3 Emotion,Kochi,2016,56628,Diesel,Manual,First,20.4 kmpl,1248 CC,92 bhp,5,5.85
157.55.130.156-10.42.0.151-443-43477-17,Maruti Swift Dzire Vdi BSIV,Pune,2010,105000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,3.15
216.58.219.232-10.42.0.211-443-47084-6,Renault Scala Diesel RxL,Pune,2016,52126,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,6
10.42.0.1-10.42.0.42-53-40908-17,Hyundai i20 Magna,Kolkata,2010,38000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,2.23
10.42.0.211-54.225.187.167-44423-443-6,Hyundai Xcent 1.2 Kappa SX Option,Bangalore,2016,50000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,2.5
172.217.12.193-10.42.0.42-443-50794-6,Maruti Wagon R LXI,Kochi,2015,50230,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,3.87
10.42.0.42-23.194.140.226-54694-80-6,Mahindra XUV500 W8 2WD,Ahmedabad,2014,31000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,9.5
10.42.0.211-10.42.0.1-10227-53-17,Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,17.75
10.42.0.211-69.147.82.61-45816-443-6,Renault Duster 110PS Diesel RxZ Plus,Delhi,2012,130000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5,3.75
172.217.10.3-10.42.0.151-443-50426-6,Hyundai Santro Xing GLS,Chennai,2010,115000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5,1.5
10.42.0.42-115.239.210.141-57421-80-6,Hyundai Verna 1.6 SX VTVT,Pune,2013,41500,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,5
10.42.0.211-10.42.0.1-62577-53-17,BMW X1 sDrive 20d Exclusive,Pune,2014,54385,Diesel,Automatic,Second,15.06 kmpl,1995 CC,177 bhp,5,17
10.42.0.211-103.7.30.118-59841-80-6,Honda Civic 2006-2010 1.8 V AT,Kochi,2011,56361,Petrol,Automatic,First,12.9 kmpl,1799 CC,130 bhp,5,4.38
172.217.6.195-10.42.0.151-443-47847-6,Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.26 kmpl,1798 CC,187.74 bhp,5,41.5
172.217.7.163-10.42.0.151-443-53849-6,Maruti Wagon R LXI BS IV,Kolkata,2017,8000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,3
216.58.208.35-10.42.0.211-443-53429-6,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11
10.42.0.211-10.42.0.1-45763-53-17,Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,Diesel,Automatic,Second,11.8 kmpl,2720 CC,190 bhp,7,14
220.243.237.154-10.42.0.211-5285-53421-6,Maruti Dzire New,Pune,2016,30500,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5,7.65
172.217.11.34-10.42.0.42-443-35876-6,Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5,8.7
172.217.7.196-10.42.0.211-443-51844-6,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,9.9
10.42.0.1-10.42.0.42-53-38587-17,Hyundai Accent GLE,Mumbai,2010,32773,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,2.05
172.217.6.202-10.42.0.211-443-34280-6,Hyundai i20 1.2 Sportz,Kolkata,2016,19008,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,5.25
202.77.129.185-10.42.0.211-80-42272-6,Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5,5.77
10.42.0.211-121.12.98.64-40874-80-6,Maruti Alto LX,Hyderabad,2010,94753,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,1.95
203.205.128.137-10.42.0.151-80-32954-6,Mahindra Scorpio VLX,Ahmedabad,2011,70000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,7.45
172.217.9.238-10.42.0.151-443-48915-6,Maruti Wagon R LXI,Delhi,2012,68347,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,2.6
1.31.173.114-10.42.0.151-80-37018-6,Hyundai i20 1.2 Sportz,Ahmedabad,2011,72000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,3.25
172.217.11.35-10.42.0.151-443-50560-6,Maruti Ritz VDi,Hyderabad,2010,75014,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,3.85
172.217.6.202-10.42.0.211-443-47447-6,Renault Koleos 2.0 Diesel,Delhi,2013,65000,Diesel,Automatic,Second,13.73 kmpl,1995 CC,148 bhp,5,7.5
172.217.10.46-10.42.0.151-443-47255-6,BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,11.5
10.42.0.211-52.76.136.219-34987-80-6,Honda Brio V MT,Pune,2013,50000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.25
172.217.12.142-10.42.0.42-443-39062-6,Hyundai Sonata GOLD,Chennai,2003,44200,Petrol,Manual,Second,11.7 kmpl,1997 CC,134 bhp,5,1.5
10.42.0.211-10.42.0.1-4739-53-17,Maruti Swift Dzire VDi,Jaipur,2014,65000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,5.31
10.42.0.151-10.42.0.1-9423-53-17,Mahindra XUV500 W8 4WD,Hyderabad,2013,49000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,9
10.42.0.1-10.42.0.42-53-43257-17,Hyundai i10 Sportz 1.1L,Kolkata,2016,7200,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,3.59
180.163.255.159-10.42.0.211-80-58938-6,Maruti Ciaz ZXi Plus,Kochi,2016,43152,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,7.35
216.58.219.226-10.42.0.151-443-48464-17,Toyota Innova 2.5 V Diesel 8-seater,Pune,2013,112000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,12
10.42.0.42-104.244.42.1-55159-443-6,Hyundai Grand i10 Sportz,Coimbatore,2017,23540,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,6.02
10.42.0.211-106.11.95.7-58771-443-6,Chevrolet Optra Magnum 2.0 LS BSIII,Coimbatore,2008,82160,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,5,2.57
172.217.6.234-10.42.0.211-443-55108-6,Mahindra Ssangyong Rexton RX5,Pune,2013,57000,Diesel,Manual,First,12.83 kmpl,2696 CC,162 bhp,7,12.45
10.42.0.211-10.42.0.1-49305-53-17,Mahindra XUV500 W8 2WD,Coimbatore,2015,39335,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,12.63
180.163.255.159-10.42.0.211-80-46067-6,Honda City i VTEC SV,Bangalore,2014,62000,Petrol,Manual,Second,17.4 kmpl,1497 CC,117.3 bhp,5,7.75
10.42.0.211-121.12.98.62-59838-80-6,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,5.5
172.217.6.227-10.42.0.151-80-36504-6,Hyundai i20 Sportz 1.2,Kolkata,2015,35000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,4.43
216.58.219.228-10.42.0.42-443-32781-6,Mercedes-Benz CLA 200 CDI Sport,Kochi,2016,32345,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,24.51
172.217.10.234-10.42.0.211-443-59166-6,Hyundai EON Magna,Ahmedabad,2014,47000,Petrol,Manual,First,22.0 kmpl,814 CC,55 bhp,5,2.65
192.229.163.180-10.42.0.211-443-51156-6,Maruti Alto 800 2016-2019 CNG LXI,Delhi,2012,65537,CNG,Manual,Second,33.44 km/kg,796 CC,40.3 bhp,4,2.1
203.205.179.172-10.42.0.211-80-59769-6,Toyota Etios G Safety,Delhi,2011,36000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,5,3.2
10.42.0.211-10.42.0.1-1441-53-17,Maruti Swift Dzire Tour LDI,Chennai,2016,75000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,4.25
10.42.0.151-10.42.0.1-43739-53-17,Maruti Alto LXi,Kolkata,2008,38000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,1.1
10.42.0.211-61.135.185.139-54816-80-6,Maruti Celerio ZXI,Chennai,2015,57818,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,4.3
10.42.0.1-10.42.0.42-53-63307-17,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2015,45000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,8.9
172.217.12.170-10.42.0.151-443-59216-6,Nissan Terrano XV 110 PS Limited Edition,Jaipur,2015,75055,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5,6.5
10.42.0.211-23.101.158.111-54590-443-6,Honda Accord VTi-L AT,Delhi,2009,65462,Petrol,Automatic,Third,11.1 kmpl,2354 CC,142 bhp,5,3.5
202.77.129.161-10.42.0.42-80-43114-6,Maruti Swift Ldi BSIII,Hyderabad,2008,76206,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,4.25
172.217.12.174-10.42.0.151-443-35026-6,Mahindra XUV500 AT W10 FWD,Kochi,2018,25948,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7,16.46
10.42.0.151-42.236.126.162-44414-80-6,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,28500,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,5.95
10.42.0.211-10.42.0.1-1707-53-17,Honda City i VTEC V,Mumbai,2015,28004,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,7.1
10.42.0.151-10.42.0.1-33944-53-17,Fiat Grande Punto 1.2 Dynamic,Kolkata,2011,25000,Petrol,Manual,Second,15.7 kmpl,1172 CC,67 bhp,5,1.25
10.42.0.211-10.42.0.1-7777-53-17,Maruti Estilo LXI,Kolkata,2010,40000,Petrol,Manual,Second,19.5 kmpl,1061 CC,null bhp,3,2.5
10.42.0.42-36.51.254.232-53979-443-6,Maruti Ertiga ZXI,Pune,2013,82543,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,5.5
10.42.0.151-64.71.142.110-42699-80-6,Nissan Micra XL,Chennai,2013,30000,Petrol,Manual,First,18.44 kmpl,1198 CC,75 bhp,5,3.25
10.42.0.211-77.234.44.79-57142-443-6,Honda City 1.5 V MT,Hyderabad,2010,27800,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5
192.229.173.173-10.42.0.211-80-48540-6,Toyota Etios VX,Coimbatore,2016,33415,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,6.58
10.42.0.211-10.42.0.1-19168-53-17,BMW 3 Series 320d Luxury Line,Mumbai,2013,38000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,19.5
10.42.0.211-74.6.105.9-34076-80-6,Honda Jazz 1.2 SV i VTEC,Kochi,2017,41981,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,6.14
183.79.250.123-10.42.0.211-443-36995-6,Maruti Dzire VDI,Jaipur,2013,77084,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,4.95
172.217.3.110-10.42.0.42-443-32856-6,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,71803,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5,5.75
172.217.11.10-10.42.0.151-443-52850-6,Mahindra XUV500 W6 2WD,Kolkata,2013,73314,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,6.6
172.217.11.14-10.42.0.42-80-37407-6,Hyundai Grand i10 AT Asta,Coimbatore,2015,69053,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,5.72
10.42.0.211-123.125.29.138-50865-80-6,Honda City 1.5 V MT,Delhi,2009,79782,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,2.6
10.42.0.211-23.206.166.66-46256-80-6,Toyota Innova 2.5 GX 7 STR,Hyderabad,2010,250000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7,6.5
10.42.0.42-54.71.146.239-37593-443-6,Mahindra XUV500 W8 2WD,Pune,2011,90000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7,6.1
172.217.11.10-10.42.0.211-443-49068-6,Maruti Swift Dzire VDi,Hyderabad,2010,130000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,3.85
10.42.0.1-10.42.0.42-53-62193-17,Volkswagen Vento Petrol Highline,Pune,2013,65000,Petrol,Manual,Second,15.04 kmpl,1598 CC,103.6 bhp,5,4.5
10.42.0.42-13.32.250.43-34567-443-6,Toyota Etios GD,Coimbatore,2013,46496,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,5.3
10.42.0.211-64.71.142.96-42052-443-6,Audi A4 2.0 TDI,Bangalore,2013,76000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5,18.25
10.42.0.211-66.231.239.122-39623-80-6,Maruti Ertiga LXI,Ahmedabad,2012,28002,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,5.75
182.22.67.73-10.42.0.42-443-43977-6,Toyota Corolla Altis 1.8 G CNG,Mumbai,2010,63000,CNG,Manual,Second,14.53 km/kg,1798 CC,138 bhp,5,3.35
10.42.0.211-74.6.105.13-60977-443-6,Maruti 800 AC,Jaipur,2010,70000,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4,0.9
216.58.219.202-10.42.0.151-443-37786-6,Honda City 1.5 V MT,Hyderabad,2011,66276,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.5
172.217.5.227-10.42.0.151-443-51605-6,Maruti Swift Dzire VXI,Kolkata,2014,45000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,3.99
10.42.0.211-23.21.95.195-50480-443-6,Toyota Camry Hybrid,Delhi,2014,67000,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5,18.75
10.42.0.211-115.239.210.141-58054-443-6,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,43068,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,3.5
10.42.0.1-10.42.0.42-53-33836-17,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,8,16.45
10.42.0.151-10.42.0.1-9951-53-17,Hyundai i10 Magna,Coimbatore,2011,50436,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,3.65
10.42.0.211-120.55.89.238-35931-8977-6,Hyundai Grand i10 AT Asta,Bangalore,2014,21000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,5.4
211.103.34.67-10.42.0.211-10000-33739-6,Maruti Baleno Alpha Diesel,Mumbai,2018,2000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,8.7
10.42.0.211-10.42.0.1-5906-53-17,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,20.75
209.10.120.26-10.42.0.211-80-33584-6,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2010,68782,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,12.5
10.42.0.211-54.192.37.39-50896-443-6,Maruti Ritz VDi,Kolkata,2011,35888,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,1.89
10.42.0.211-64.71.142.124-42969-443-6,Maruti Swift Dzire Tour LDI,Kolkata,2015,168205,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,4
151.101.1.140-10.42.0.211-443-50976-6,Honda Civic 2010-2013 1.8 V MT,Mumbai,2012,47000,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,5,3.95
10.42.0.211-76.13.28.196-47264-443-6,Maruti Ertiga SHVS VDI,Hyderabad,2015,93700,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,7.85
222.73.28.96-10.42.0.211-80-32806-6,Hyundai Elantra CRDi SX,Kolkata,2014,45000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5,7
10.42.0.151-13.107.3.128-40185-443-6,Toyota Fortuner 4x2 AT,Hyderabad,2016,55547,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,24.99
10.42.0.151-10.42.0.1-5115-53-17,Volkswagen Polo GT TSI,Delhi,2013,69000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.6 bhp,5,4.5
192.229.163.180-10.42.0.211-443-38752-6,Skoda Octavia Classic 1.9 TDI MT,Pune,2005,88000,Diesel,Manual,Third,18.7 kmpl,1896 CC,66 bhp,5,1.25
10.42.0.211-77.234.44.40-53945-80-6,Volkswagen Polo 1.5 TDI Trendline,Delhi,2014,32400,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,3.95
172.217.6.237-10.42.0.151-443-33144-6,Hyundai Santro Xing GL Plus,Pune,2012,79000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5,1.6
10.42.0.42-104.193.88.109-42368-80-6,Hyundai Accent GLE,Hyderabad,2004,110000,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,0.6
172.217.10.42-10.42.0.211-443-56307-6,Hyundai EON D Lite Plus,Coimbatore,2014,45407,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5,3.39
10.42.0.1-10.42.0.42-53-21500-17,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2011,136490,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,9.8
172.217.6.238-10.42.0.151-443-34477-6,Maruti Ignis 1.3 Zeta,Mumbai,2017,19000,Diesel,Manual,First,26.8 kmpl,1248 CC,74 bhp,5,5.91
10.42.0.151-40.79.74.185-44978-443-6,Maruti Ciaz Alpha,Mumbai,2017,19416,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,8.25
10.42.0.211-69.147.64.34-33132-443-6,Maruti Swift Dzire VXi,Mumbai,2012,15500,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,3.75
10.42.0.211-103.7.30.118-49036-80-6,Honda City i VTEC CVT VX,Hyderabad,2017,12538,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,12.5
10.42.0.211-10.42.0.1-44048-53-17,Maruti Swift VDI BSIV W ABS,Bangalore,2015,62588,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,5.95
180.149.153.234-10.42.0.211-80-53641-6,Honda Brio S MT,Delhi,2015,44328,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.8
172.217.10.142-10.42.0.151-443-53952-6,Toyota Etios Liva GD,Delhi,2014,63000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,4.35
10.42.0.211-54.192.38.236-54569-443-6,Volvo XC60 D5,Hyderabad,2015,100000,Diesel,Automatic,First,13.5 kmpl,2400 CC,215 bhp,5,32.5
10.42.0.211-10.42.0.1-1560-53-17,Tata Indigo CS eGVX,Kolkata,2015,103000,Petrol,Manual,First,15.64 kmpl,1193 CC,64.08 bhp,5,3
10.42.0.151-108.174.11.1-42424-443-6,Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,Diesel,Automatic,Second,11.36 kmpl,2755 CC,171.5 bhp,7,19
10.42.0.151-10.42.0.1-65471-53-17,Volkswagen Vento Diesel Highline,Pune,2013,95500,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,5
172.217.9.225-10.42.0.151-443-33794-6,Ford Ecosport 1.5 DV5 MT Titanium,Pune,2014,72100,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,5.45
10.42.0.211-10.42.0.1-34724-53-17,Maruti Wagon R VXI,Mumbai,2010,19119,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,2.7
172.217.3.106-10.42.0.151-443-33142-6,Mercedes-Benz S-Class 320 L,Mumbai,2006,30000,Petrol,Manual,First,13.0 kmpl,2987 CC,210 bhp,5,10.75
172.217.10.99-10.42.0.42-443-39174-6,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,75600,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,5.8
10.42.0.211-107.23.223.254-49215-80-6,Tata Indica GLS BS IV,Pune,2007,137000,Petrol,Manual,Second,15.3 kmpl,1193 CC,65.3 bhp,5,0.95
10.42.0.211-104.192.110.245-38568-443-6,Maruti 800 Std BSIII,Jaipur,2002,53500,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4,0.63
172.217.11.42-10.42.0.211-443-60669-6,Jeep Compass 2.0 Longitude,Kochi,2018,26101,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,17.55
180.163.15.184-10.42.0.211-80-57708-6,Maruti Alto K10 LXI Optional,Pune,2016,7000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,3
192.229.163.180-10.42.0.211-443-44231-6,Skoda Octavia Elegance 2.0 TDI AT,Bangalore,2013,50000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5,15
192.229.173.173-10.42.0.151-80-46775-6,Maruti Swift Dzire VDI Optional,Hyderabad,2016,30000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,6
10.42.0.211-10.42.0.1-54610-53-17,Maruti Ciaz VDi Plus SHVS,Mumbai,2016,38151,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,7.65
10.42.0.211-10.42.0.1-49513-53-17,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2009,116000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5,8.5
172.217.10.14-10.42.0.151-443-55973-6,Ford Figo Diesel ZXI,Kolkata,2013,22000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,2.25
10.42.0.211-64.71.142.124-40377-80-6,Toyota Corolla Altis VL,Delhi,2010,60000,Petrol,Automatic,Second,14.53 kmpl,1798 CC,138.1 bhp,5,4.65
10.42.0.1-10.42.0.42-53-38810-17,Maruti SX4 S Cross DDiS 320 Zeta,Mumbai,2016,38000,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,7.85
10.42.0.211-52.84.140.151-53228-443-6,Ford Figo Petrol ZXI,Coimbatore,2011,51928,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5,3.46
172.217.10.238-10.42.0.211-443-37727-6,Honda Jazz Exclusive CVT,Mumbai,2018,3000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,8.25
192.229.173.173-10.42.0.151-80-42946-6,Maruti Zen LXi - BS III,Pune,2006,67196,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,1.25
172.217.10.238-10.42.0.42-80-39769-6,Toyota Fortuner 3.0 Diesel,Bangalore,2012,100000,Diesel,Manual,Third,11.5 kmpl,2982 CC,171 bhp,7,16
10.42.0.1-10.42.0.42-53-12766-17,Maruti Ciaz ZDi Plus,Jaipur,2015,65218,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,7.4
10.42.0.211-119.146.74.33-53735-443-6,Renault KWID RXT,Kochi,2016,53886,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,3.07
10.42.0.1-10.42.0.42-53-24429-17,Hyundai i10 Magna AT,Coimbatore,2011,50058,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,3.84
10.42.0.211-64.71.142.124-35791-443-6,Maruti Celerio ZXI AT Optional,Pune,2016,64000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,4.2
172.217.12.206-10.42.0.151-443-40419-6,Hyundai Creta 1.4 E Plus Diesel,Kochi,2018,41641,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5,10.82
203.205.158.60-10.42.0.151-80-54333-6,Honda Jazz 1.5 SV i DTEC,Hyderabad,2016,44345,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,6.1
10.42.0.211-52.86.56.92-39779-443-6,Honda City 1.5 S MT,Kolkata,2011,45501,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.1
10.42.0.151-10.42.0.1-8168-53-17,Mitsubishi Lancer 1.5 SFXi,Chennai,2001,104000,Petrol,Manual,Third,13.7 kmpl,1468 CC,85.8 bhp,5,1
202.77.129.150-10.42.0.211-80-54503-6,Nissan Sunny XE P,Coimbatore,2012,50297,Petrol,Manual,First,16.95 kmpl,1498 CC,97.6 bhp,5,4.69
10.42.0.211-95.213.11.181-45371-80-6,Honda Accord 2.4 AT,Mumbai,2011,87000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5,5.4
180.149.136.194-10.42.0.211-443-55742-6,Mahindra XUV500 W8 2WD,Mumbai,2016,120000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,12
172.217.12.198-10.42.0.211-443-58323-6,Hyundai i20 1.2 Magna Executive,Mumbai,2018,17000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,6.5
